#OTUID,FW1,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,RE1,RE10,RE11,RE12,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RE9,SW1,SW10,SW11,SW12,SW13,SW14,SW15,SW16,SW17,SW18,SW2,SW3,SW4,SW5,SW6,SW7,SW8,SW9
ASV_2516,1,2,3,4,1,4,1,0,1,1,1,2,3,4,5,3,1,0,3,0,1,3,1,3,1,2,1,1,6,14,0,2,1,0,1,1,4,4,0,1,1,2,2,3,0,1,1,6
ASV_1497,4,2,0,7,1,3,0,3,0,6,7,5,7,8,3,2,8,0,1,0,0,0,0,3,0,5,11,1,0,2,0,1,0,0,0,1,1,0,0,1,1,2,3,1,1,0,1,1
ASV_1729,1,0,0,0,0,5,6,0,2,2,0,0,0,0,0,2,3,1,2,0,2,1,4,2,0,2,2,0,0,0,0,2,3,11,1,3,4,2,2,8,2,4,6,8,7,1,1,1
ASV_1766,8,4,0,3,1,5,7,1,0,3,6,10,10,4,3,1,7,2,2,1,0,0,0,2,0,0,5,3,5,1,0,0,1,1,1,1,1,0,0,0,2,0,0,1,0,0,0,1
ASV_2600,0,1,0,4,0,1,1,2,0,3,0,1,3,0,0,0,0,3,1,2,2,3,2,2,1,5,8,2,6,11,1,3,5,2,1,2,2,0,1,1,0,3,4,5,0,4,2,3
ASV_1781,2,3,2,0,1,2,7,1,3,0,0,0,0,0,1,1,0,0,5,0,1,2,3,10,0,0,0,0,0,0,1,1,2,2,2,3,2,8,5,2,0,5,8,7,6,1,3,1
ASV_1833,0,4,1,11,0,8,6,0,0,4,0,0,0,0,0,7,5,19,1,2,8,8,1,0,0,0,0,1,0,2,0,1,9,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
ASV_2621,0,3,6,13,3,6,3,0,0,2,1,2,3,0,3,17,3,12,1,2,2,2,3,0,0,0,0,0,4,2,1,0,0,1,1,0,0,0,0,0,2,0,0,5,0,0,0,0
ASV_1976,0,7,7,10,0,7,9,0,0,2,1,3,5,3,0,9,6,13,0,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,1
ASV_2035,2,3,1,11,1,4,5,0,0,5,1,0,4,2,4,12,10,10,1,1,2,1,3,0,0,1,0,1,2,0,1,2,1,0,0,0,0,0,0,2,2,0,1,5,1,1,0,0
ASV_2998,0,1,1,0,0,5,0,0,3,0,5,1,1,1,1,3,2,0,2,5,11,3,0,2,1,1,1,4,2,3,1,4,3,1,2,3,5,0,1,1,2,1,5,2,2,2,4,5
ASV_2381,12,2,2,1,0,2,1,1,1,6,12,9,10,2,4,2,8,1,0,0,3,2,0,0,0,3,6,2,0,1,0,1,0,0,0,0,1,1,0,0,0,2,1,0,3,0,0,1
ASV_1782,2,0,1,2,12,0,0,21,21,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,1,1,2,0,0,0,0,0,2,1,2,0,3,3,7,3,2,4,1,0,0,0,1
ASV_1619,4,1,2,5,5,5,4,0,1,8,5,2,4,1,4,7,3,1,0,0,1,1,0,0,2,4,14,0,0,1,1,1,1,1,0,0,2,0,2,1,0,1,2,1,1,2,0,1
ASV_2888,0,1,1,0,3,0,5,2,1,0,1,0,1,0,0,3,0,1,3,0,0,4,4,5,3,1,1,1,1,2,2,1,0,12,7,3,3,1,0,8,2,1,1,9,6,0,1,1
ASV_1858,5,0,1,2,2,6,5,1,0,3,6,13,12,11,0,1,0,1,0,2,0,0,2,0,0,7,1,2,2,0,0,2,0,1,0,2,0,1,0,3,1,0,0,0,2,0,1,4
ASV_1660,1,7,4,10,0,3,3,0,0,2,1,1,2,2,0,23,2,8,1,0,0,4,1,2,0,0,0,4,2,3,2,0,0,2,1,2,1,0,0,1,2,0,0,1,1,0,2,1
ASV_2938,5,4,1,1,0,0,0,0,2,0,1,3,0,1,0,0,0,0,1,10,9,9,1,1,0,0,0,16,8,12,0,3,1,0,2,0,1,0,3,0,0,0,0,2,0,1,2,2
ASV_1725,7,3,5,4,0,7,1,4,0,1,6,11,11,4,2,2,6,4,0,0,0,0,0,3,0,0,2,3,0,3,0,2,0,0,2,1,0,1,0,0,0,0,2,1,2,0,2,0
ASV_2439,4,5,5,9,3,6,5,1,1,4,1,5,1,3,0,7,4,4,0,0,2,1,0,0,1,0,0,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
ASV_2964,10,7,4,6,1,1,0,1,0,1,8,9,6,2,5,4,4,8,3,0,0,0,0,4,0,2,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,3,1,1,0,0
ASV_2120,0,7,7,7,3,3,6,0,0,8,0,5,2,4,0,4,6,4,1,0,0,0,3,0,0,3,1,5,7,3,4,1,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,0
ASV_2254,0,0,0,0,0,2,1,0,4,0,0,0,1,0,2,1,0,1,2,8,5,8,5,1,1,4,0,3,2,5,0,3,2,2,5,0,1,3,3,0,0,1,0,0,0,0,2,24
ASV_1778,0,0,0,0,0,0,0,0,2,0,1,0,1,0,8,1,2,0,1,0,3,2,4,2,0,1,6,4,4,2,0,0,0,9,3,7,8,2,2,6,4,1,1,4,3,3,3,2
ASV_2200,0,4,0,1,0,2,1,2,1,0,0,1,3,0,2,3,2,1,8,3,0,3,4,2,2,2,2,5,0,4,2,1,1,1,3,2,0,1,4,6,2,5,5,2,3,2,1,3
ASV_1636,0,1,3,1,1,0,0,1,1,3,1,0,1,0,1,2,0,1,3,2,5,2,2,4,3,2,3,9,6,10,1,1,3,2,4,2,1,2,0,2,3,3,1,1,0,3,1,3
ASV_1960,0,9,16,6,2,5,0,0,0,2,1,4,3,3,2,5,5,5,2,0,0,0,0,1,5,0,0,6,8,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1730,4,3,1,1,5,5,1,3,1,2,1,0,5,3,7,1,1,1,3,4,4,0,0,6,2,6,12,1,1,1,1,0,2,0,2,0,0,2,1,0,0,1,1,1,1,0,1,3
ASV_1808,4,0,5,4,0,3,5,0,0,5,5,0,0,6,0,1,4,1,8,2,0,0,2,6,1,1,4,1,1,1,0,0,0,1,0,0,0,1,1,2,0,1,7,8,3,5,0,2
ASV_2606,0,1,0,2,4,1,3,0,3,2,0,0,0,0,0,2,1,0,6,0,1,6,3,8,0,0,0,3,0,1,1,0,1,3,7,3,8,2,3,9,2,1,2,8,0,4,0,0
ASV_2408,3,0,4,3,3,2,3,1,1,6,6,5,2,3,3,2,4,1,1,3,0,0,1,1,1,7,5,3,1,1,0,2,1,0,3,0,1,0,3,0,2,6,2,3,0,0,1,1
ASV_2862,1,4,2,2,2,6,5,0,0,3,4,1,0,0,2,15,5,10,0,0,1,2,5,0,0,2,1,5,1,4,1,0,0,0,0,2,0,0,2,2,3,1,2,2,1,0,1,1
ASV_2211,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,2,0,4,1,3,0,1,2,0,1,1,1,0,1,10,3,6,5,6,1,33,0,0,1,3,4,3,1,1
ASV_1558,1,5,5,3,1,1,5,0,2,2,0,0,0,0,1,1,2,1,3,0,0,3,8,12,1,2,1,0,0,0,0,0,1,3,0,1,0,0,2,6,0,0,8,4,11,0,0,4
ASV_1683,3,1,2,3,0,0,3,1,3,5,2,1,0,2,1,4,3,1,3,0,0,2,6,4,0,2,2,0,0,1,0,1,2,2,0,4,2,0,5,2,3,5,7,6,2,1,2,1
ASV_1840,3,6,4,4,5,3,3,0,0,5,6,7,9,3,1,2,2,13,0,0,0,2,0,0,0,1,9,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,2
ASV_2233,1,1,5,0,3,1,3,0,0,5,3,2,2,2,2,8,5,5,5,0,0,2,3,2,1,1,1,8,5,1,0,0,0,1,0,0,2,0,0,0,5,0,8,4,3,0,0,0
ASV_1692,9,2,2,4,2,1,1,0,1,8,8,5,6,5,0,3,7,0,3,0,1,1,0,0,2,5,7,0,1,1,2,1,0,0,1,3,0,1,0,0,0,0,0,2,2,0,1,2
ASV_1867,0,1,2,1,3,0,4,2,2,0,1,0,1,0,1,0,1,1,1,4,2,4,2,3,2,0,2,14,17,8,1,1,4,2,0,1,0,1,0,0,1,2,2,0,1,2,0,3
ASV_1722,0,4,4,0,1,2,0,1,5,1,0,0,1,2,0,2,6,5,4,0,0,2,2,7,3,0,0,0,1,0,0,3,0,1,0,1,1,2,4,3,1,3,8,8,9,1,2,0
ASV_2384,0,1,2,0,1,0,1,0,1,0,1,0,2,0,1,1,1,1,2,5,8,13,0,2,1,1,3,1,7,11,0,1,2,5,1,2,0,4,2,4,1,4,0,2,1,0,2,2
ASV_2813,7,7,6,1,2,9,3,0,0,3,4,9,7,4,0,6,3,3,0,0,0,2,0,0,1,2,1,5,2,3,0,3,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1
ASV_1671,6,5,3,2,2,7,5,1,0,4,5,7,8,2,1,3,1,5,0,1,1,2,0,1,0,2,1,1,0,1,0,0,0,0,4,1,2,0,1,1,1,2,0,2,3,4,1,1
ASV_1760,1,5,6,2,3,7,3,0,0,3,3,1,3,2,4,5,10,5,1,1,1,1,1,0,0,2,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,2,3,1,2,3,3,0
ASV_2228,1,4,1,0,4,3,2,2,6,1,2,2,0,0,2,0,2,0,5,2,0,0,5,5,0,3,6,0,1,0,1,3,4,3,0,1,0,1,2,4,5,1,6,0,0,5,4,1
ASV_1600,2,3,3,0,0,4,3,0,3,2,0,1,1,0,1,2,3,1,9,0,0,1,8,1,1,1,0,0,0,1,1,1,0,2,1,1,0,3,0,3,1,7,6,6,15,1,0,0
ASV_1687,0,2,4,6,4,6,2,1,3,0,0,1,2,0,0,0,1,0,3,0,1,0,3,1,12,7,2,0,0,1,0,3,2,3,1,0,0,2,1,4,1,4,2,0,4,4,3,3
ASV_1956,0,2,1,7,1,3,0,1,0,5,2,1,1,2,0,16,12,7,0,1,1,4,2,0,2,3,0,3,1,7,2,0,0,2,0,1,0,0,0,0,0,0,0,2,4,1,1,1
ASV_1758,1,6,6,6,3,1,4,2,3,4,2,0,0,4,0,1,1,1,2,1,1,0,2,3,2,8,13,0,0,0,0,2,3,0,3,0,2,0,1,0,0,3,1,2,4,0,0,1
ASV_1673,3,2,0,2,4,1,1,2,0,1,6,3,7,5,1,1,4,2,1,0,2,2,1,3,1,1,2,0,1,2,0,1,1,1,1,3,7,1,0,0,0,2,7,3,3,2,1,5
ASV_1996,0,16,1,6,3,6,9,0,0,2,2,3,3,1,0,11,11,6,1,0,0,0,1,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0,2,0,3,3,0,1,0,0
ASV_2717,11,1,3,2,1,2,2,1,1,6,16,6,4,11,1,1,5,4,1,0,0,1,0,0,0,1,3,2,1,0,0,0,0,0,3,1,1,0,1,0,0,0,1,2,0,0,1,2
ASV_2391,0,0,1,0,0,2,1,0,0,0,0,2,1,0,0,2,4,0,6,0,1,2,3,2,0,2,0,1,1,1,4,0,1,10,9,2,8,2,5,10,3,3,0,6,0,1,1,2
ASV_2933,0,0,3,0,4,0,0,5,0,0,4,2,0,0,5,0,1,1,0,6,3,5,1,5,1,0,1,7,7,6,2,2,3,1,4,0,4,0,2,0,5,3,0,0,0,1,4,1
ASV_2413,0,3,4,8,1,2,5,0,1,3,3,6,0,1,0,14,9,15,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,5,0,1,3,0,1,1,0
ASV_2069,0,4,0,12,0,1,2,0,0,2,0,2,2,1,1,6,5,8,0,2,2,1,4,0,0,0,0,10,5,20,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
ASV_2488,0,4,0,0,1,2,1,2,1,1,3,1,0,0,3,4,6,0,2,0,3,3,4,1,0,3,2,2,2,3,1,1,3,10,5,0,7,0,3,1,0,2,2,6,2,0,0,2
ASV_2240,8,9,1,1,0,3,1,0,0,5,9,2,3,4,3,2,5,1,0,1,2,0,0,2,0,0,2,8,7,3,2,1,0,0,0,0,0,0,0,1,0,1,0,2,3,5,2,0
ASV_2903,1,1,0,2,2,3,0,0,1,0,0,2,0,1,3,0,1,0,0,2,3,2,2,2,1,4,0,7,13,19,0,1,0,0,3,3,7,1,1,0,0,2,0,3,2,1,1,2
ASV_1962,1,1,2,0,2,4,0,1,3,0,0,0,0,0,1,1,2,3,7,0,0,2,1,3,1,0,0,0,0,2,28,0,1,3,2,1,2,2,2,8,4,4,0,1,0,2,2,0
ASV_1586,6,2,1,5,1,3,8,0,0,2,14,10,6,11,3,2,1,1,0,2,0,0,0,0,0,2,1,1,1,1,3,1,1,1,1,0,1,0,0,0,0,0,2,1,0,2,1,0
ASV_1978,2,14,5,3,3,4,7,0,0,1,1,2,9,5,1,9,3,4,0,1,0,1,1,4,0,0,2,3,4,1,0,0,0,1,0,2,0,0,0,1,0,2,1,0,1,0,0,0
ASV_2828,2,4,3,11,1,3,5,0,1,3,5,6,3,9,1,4,4,2,1,0,1,0,1,1,0,3,2,5,2,0,3,1,0,0,3,0,1,1,0,2,1,0,1,2,0,0,0,0
ASV_1591,0,1,1,4,4,5,7,2,1,5,4,10,8,12,3,2,5,2,0,0,1,0,0,0,1,2,4,0,1,2,2,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0
ASV_1832,0,1,0,0,2,2,1,1,1,1,2,0,1,0,0,2,1,0,9,3,0,2,3,5,0,0,0,2,2,3,1,3,0,2,4,6,12,6,2,4,4,4,1,0,1,2,1,1
ASV_1711,1,3,4,2,1,6,0,3,1,3,2,1,2,3,6,2,3,1,0,2,0,0,2,1,0,1,3,4,8,6,4,0,0,3,2,2,0,1,1,0,0,1,3,3,4,1,1,1
ASV_2422,0,1,5,3,2,4,1,1,2,8,0,5,7,3,0,1,4,2,1,3,0,1,1,0,9,3,4,0,0,0,1,3,1,1,0,0,0,4,1,2,1,2,4,6,0,1,0,0
ASV_2167,3,0,1,0,0,1,2,2,2,2,1,0,1,1,3,2,0,5,1,2,4,5,5,2,1,2,1,0,9,2,2,0,2,3,0,5,2,0,1,1,6,4,1,1,2,2,2,4
ASV_1583,11,5,4,1,0,4,1,5,0,2,5,5,8,5,4,1,4,2,1,3,0,0,1,0,0,0,5,1,1,0,1,0,0,1,1,0,0,1,2,1,0,0,3,1,3,3,0,2
ASV_2002,0,0,1,0,4,1,3,2,0,0,1,1,0,0,2,0,0,0,2,4,4,3,2,2,0,1,0,13,8,6,1,3,5,0,4,0,3,0,4,1,0,0,0,4,2,3,4,4
ASV_2118,2,3,0,2,2,7,5,0,3,3,3,1,5,3,1,0,2,2,0,0,0,0,0,5,2,0,2,0,2,0,0,3,0,0,0,3,2,4,0,1,0,4,11,2,7,3,2,1
ASV_2894,0,0,0,0,0,0,3,1,4,1,0,1,0,2,0,2,1,0,2,0,4,2,9,7,1,2,1,2,2,0,2,6,2,4,3,3,0,2,1,5,8,2,0,1,1,3,7,1
ASV_1643,0,0,0,0,2,0,0,0,3,0,1,0,0,3,1,1,0,0,4,0,1,1,0,2,0,0,0,2,3,0,4,0,1,8,14,2,3,1,4,21,0,4,0,3,1,1,4,3
ASV_1879,1,3,2,6,1,5,5,0,0,3,4,2,2,1,3,14,8,5,2,1,0,1,4,1,0,1,2,2,6,4,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0
ASV_1706,1,6,0,5,0,2,7,0,1,1,5,2,1,3,1,3,0,3,2,2,0,0,1,1,1,3,1,0,1,0,0,1,0,1,3,1,3,5,1,1,0,2,10,4,8,0,1,3
ASV_2139,1,3,0,6,1,11,9,2,0,9,2,0,5,0,4,11,6,8,0,0,2,0,1,0,0,1,0,3,3,4,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ASV_2711,8,2,1,5,0,3,1,1,1,2,3,4,7,7,3,5,1,2,0,0,0,1,0,3,1,0,4,10,0,4,0,1,2,2,2,2,0,3,0,0,0,2,0,2,0,1,0,1
ASV_1728,1,4,4,1,3,5,1,0,3,4,4,3,9,2,3,1,1,3,0,1,0,3,1,1,2,8,7,2,0,1,2,2,1,1,2,0,3,0,4,0,0,0,1,1,2,0,0,0
ASV_2245,3,4,5,0,1,9,3,2,0,12,1,2,6,3,0,1,3,1,3,2,0,1,0,1,1,1,1,0,0,0,0,3,1,3,0,0,3,1,0,1,0,1,7,2,6,0,0,3
ASV_1814,0,1,0,0,3,1,3,1,1,2,1,0,0,0,3,0,1,4,8,0,0,2,3,5,2,2,1,0,0,0,2,0,1,1,7,3,1,0,3,8,3,5,7,6,3,2,1,0
ASV_2332,0,1,2,1,1,1,2,0,3,0,0,3,0,1,1,1,1,0,5,4,1,3,1,3,2,1,3,2,1,1,3,1,1,6,4,9,2,5,4,6,0,4,1,0,4,1,0,1
ASV_2163,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,1,1,2,0,6,1,1,2,1,0,4,0,1,0,0,1,1,30,0,1,4,11,0,7,1,1,1,5,0,2,0,3
ASV_1571,0,1,1,0,0,1,7,0,1,0,0,3,1,0,0,0,3,2,2,0,0,0,4,6,2,1,0,4,0,1,1,4,2,2,5,3,7,3,5,4,0,0,4,2,5,2,2,5
ASV_1734,0,0,3,0,2,4,6,1,0,0,2,0,2,0,0,1,2,3,6,1,0,0,5,8,3,2,1,0,0,0,0,1,1,1,4,2,6,1,1,3,2,3,4,3,9,0,1,2
ASV_1954,9,2,4,2,2,3,1,2,0,4,7,11,5,9,3,0,5,6,1,0,0,0,4,1,0,0,1,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,1,1,0,3,1,0
ASV_1848,0,3,2,3,0,2,9,1,1,3,4,4,2,3,3,2,2,1,6,0,0,0,1,4,0,2,0,0,0,0,4,2,0,0,0,1,1,0,1,2,1,3,6,5,8,3,1,0
ASV_2132,4,2,0,5,3,1,0,3,0,8,7,4,6,7,3,0,2,4,2,1,0,0,1,0,0,3,6,1,3,2,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,3,1,4
ASV_2189,3,1,3,2,2,4,0,0,2,1,2,5,2,2,1,2,1,4,0,1,1,3,4,2,2,0,4,7,2,6,2,1,0,1,4,2,2,0,1,1,1,1,2,2,1,1,3,2
ASV_1689,0,0,0,0,1,13,0,2,5,0,0,0,0,0,0,0,8,0,3,0,0,1,0,2,0,0,0,0,0,0,37,0,0,0,3,2,4,0,0,4,7,4,0,0,0,0,0,0
ASV_2195,0,7,6,1,1,3,3,1,2,0,4,1,2,0,2,5,7,11,1,4,0,3,1,0,0,2,0,3,3,1,2,0,0,2,0,1,0,1,0,0,5,0,3,4,3,0,0,1
ASV_2736,1,0,2,2,0,3,5,1,1,3,0,6,0,0,1,2,2,1,5,1,1,1,2,1,1,0,5,6,3,4,1,2,0,3,1,0,2,4,2,2,1,5,4,2,2,4,0,1
ASV_1784,3,3,2,6,2,6,3,1,0,1,10,4,11,5,6,5,2,0,0,1,0,0,0,0,0,1,2,2,2,0,0,1,0,0,4,5,1,1,0,0,0,0,2,0,0,2,1,1
ASV_1844,13,1,2,5,0,4,0,5,0,4,2,6,3,2,1,5,4,1,2,1,1,0,3,1,0,1,4,2,1,2,2,0,0,1,1,3,0,0,3,0,2,3,0,2,2,0,0,1
ASV_2952,2,4,3,6,0,0,1,0,0,1,2,2,2,2,0,2,2,11,0,0,2,3,1,0,1,0,0,13,12,11,0,0,0,0,1,1,1,0,0,0,5,0,0,0,0,2,3,0
ASV_1756,8,2,2,5,2,6,1,0,0,5,2,3,8,7,0,3,1,2,2,0,0,0,0,1,0,6,4,1,1,0,0,5,0,0,1,0,3,3,0,0,0,0,1,1,3,2,0,4
ASV_1651,0,0,1,0,3,2,4,0,0,8,1,0,3,1,1,0,3,2,5,0,0,1,3,5,2,4,0,0,1,0,1,0,0,5,0,4,2,4,0,0,0,3,9,1,11,1,0,4
ASV_2082,7,1,1,1,0,6,1,0,0,4,11,8,10,10,2,1,2,4,0,1,0,0,1,0,1,1,4,0,0,1,0,1,0,1,1,3,0,0,2,1,1,0,0,1,0,4,1,1
ASV_1857,14,4,2,2,2,5,1,0,0,5,8,7,10,10,0,1,3,2,0,1,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,1,3,1,1,0,0
ASV_1903,1,3,1,0,4,1,1,2,0,1,1,0,1,0,0,1,1,0,4,2,1,0,9,10,0,0,0,1,1,0,2,3,1,2,0,4,2,5,1,2,3,2,7,10,3,0,1,1
ASV_2762,1,6,4,7,1,4,3,0,0,3,7,3,13,1,2,6,7,1,1,2,0,0,0,0,2,0,1,0,3,5,1,0,2,0,1,0,2,1,0,0,0,0,1,2,1,0,0,1
ASV_1625,2,0,0,1,2,2,5,0,2,2,0,0,2,0,0,0,1,2,3,0,0,0,8,6,3,1,1,0,0,0,2,0,1,1,0,0,1,3,4,0,1,0,4,12,20,2,0,1
ASV_2009,6,1,2,2,2,2,5,0,0,1,6,9,5,5,2,1,8,1,2,6,0,1,3,2,0,3,5,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
ASV_2782,8,3,3,4,0,4,0,4,0,8,6,3,4,7,1,1,2,1,3,1,0,0,0,1,0,1,8,0,0,2,1,3,0,0,1,0,4,4,0,0,0,0,0,0,2,0,1,4
ASV_2274,2,3,3,5,1,1,2,0,1,7,7,5,2,2,5,5,2,4,1,1,1,0,2,0,1,2,1,3,1,0,2,2,0,1,2,1,0,0,0,2,3,2,3,1,2,3,1,0
ASV_2520,3,3,2,8,1,6,7,0,0,5,2,5,3,2,4,13,6,10,0,1,0,0,1,0,0,0,0,3,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
ASV_1664,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,2,4,0,0,4,1,2,0,2,0,0,0,0,1,2,1,40,0,2,0,2,0,9,0,1,0,7,0,1,1,2
ASV_1975,2,1,1,3,1,0,3,0,0,4,1,3,1,1,3,3,2,6,0,0,1,0,0,0,0,0,1,14,13,16,0,1,1,0,0,1,0,0,1,2,1,0,2,2,2,0,0,1
ASV_1793,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,6,1,0,4,0,0,3,5,4,3,9,3,1,1,3,2,2,0,8,2,2,5,3,2,9,0,1,0,1,0,2,2,3
ASV_1862,0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,1,2,2,1,7,2,4,1,1,2,0,0,0,9,3,5,4,9,4,2,2,1,6,2,1,0,5,0,7,1,2
ASV_1733,0,3,1,2,2,1,2,0,1,6,2,1,1,0,0,4,2,3,4,1,0,1,6,7,1,1,1,0,0,1,2,3,2,1,0,1,0,1,0,1,1,2,3,8,4,6,3,2
ASV_1629,1,0,2,8,2,0,2,4,1,5,1,1,4,3,2,6,5,5,1,1,0,2,0,4,0,4,1,3,3,4,0,0,3,4,3,1,0,0,0,0,0,0,1,3,0,1,2,1
ASV_1988,2,2,2,6,0,12,4,0,0,3,3,6,4,1,4,6,6,5,3,1,0,2,0,1,0,0,1,2,2,4,0,0,0,0,1,0,1,0,0,3,0,0,0,2,3,1,1,0
ASV_2213,1,3,12,4,4,2,2,1,5,4,5,3,1,2,0,5,7,3,0,0,0,1,0,0,1,1,5,1,3,2,0,1,0,1,0,1,2,0,1,2,0,2,3,0,1,0,2,0
ASV_1898,6,1,6,6,1,1,1,7,0,2,3,5,9,2,9,3,0,3,1,4,1,0,4,1,0,2,3,1,1,1,0,0,0,1,0,4,1,2,0,0,0,0,1,0,0,0,0,1
ASV_2065,6,5,1,3,0,6,3,3,0,3,6,7,7,4,1,3,6,2,0,0,0,0,0,0,0,4,7,0,0,2,0,1,0,0,2,0,5,2,0,0,0,1,0,0,1,2,0,1
ASV_1853,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,8,15,3,3,1,53,1,1,0,0,0,0,0,1
ASV_1932,5,3,1,3,3,3,2,1,1,1,5,9,9,1,4,4,2,1,4,0,2,0,1,2,0,2,7,0,4,0,2,1,1,0,0,2,2,1,0,0,0,0,0,0,1,0,4,0
ASV_1694,9,5,1,4,2,7,2,0,0,8,2,2,9,7,0,2,3,1,1,1,0,0,0,0,0,0,5,5,0,7,1,0,0,0,0,2,0,1,0,0,1,0,1,1,1,2,0,0
ASV_2083,3,2,4,3,0,3,1,1,1,1,19,6,4,4,2,5,5,2,0,1,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,0,1,0,0,1,0,0,3,1,1,6,1,0
ASV_2421,1,1,0,0,2,0,1,0,2,0,1,0,2,0,1,0,1,0,1,12,3,4,0,0,4,0,0,9,4,3,0,6,0,10,3,0,0,1,1,5,0,0,5,4,1,1,1,3
ASV_2071,0,4,1,0,0,0,1,1,0,0,1,2,3,1,2,3,0,0,2,5,5,6,4,5,1,1,0,7,1,5,0,9,2,3,0,2,3,2,1,1,0,0,0,2,0,4,1,2
ASV_2679,1,1,2,4,1,3,1,2,0,0,2,5,0,0,1,2,1,0,0,1,1,1,3,0,1,2,1,3,9,8,2,4,1,2,1,3,0,2,2,3,1,1,2,0,0,4,3,6
ASV_1851,0,1,0,0,1,0,2,0,1,0,0,1,0,0,1,4,1,2,0,0,0,3,0,0,1,1,1,0,0,1,3,0,0,3,2,8,7,1,3,16,5,4,2,4,0,8,4,2
ASV_2672,8,3,1,9,1,3,2,4,2,3,5,7,4,5,1,1,3,3,0,2,0,1,0,1,2,2,2,0,2,0,0,5,0,0,1,0,3,0,0,0,0,0,2,0,1,3,0,1
ASV_1873,3,6,3,8,1,2,4,0,0,4,7,3,6,6,6,2,1,3,1,1,1,1,0,1,0,0,0,0,6,1,1,0,0,1,2,4,0,0,0,0,0,0,1,3,4,0,0,0
ASV_1806,2,2,1,2,2,2,0,5,0,4,20,5,4,7,8,1,8,0,0,0,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,5,0,0
ASV_1911,0,1,1,9,0,5,7,1,0,0,7,0,1,0,1,15,10,9,1,0,0,5,1,0,0,0,2,2,5,1,0,0,0,2,0,2,0,0,0,1,2,0,0,1,1,0,0,0
ASV_2108,0,5,7,7,5,4,6,0,1,2,1,1,0,5,1,1,5,2,0,2,0,3,2,1,0,1,1,5,6,1,2,0,0,1,4,1,2,0,0,2,0,0,0,0,1,0,2,3
ASV_2729,0,2,1,10,0,9,6,0,0,5,0,0,1,2,1,20,10,10,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,5,1,0,0,0,0,0,1,0,2,1,1,0,0,0
ASV_2485,2,1,0,1,0,2,6,2,1,0,0,0,0,0,1,1,1,1,2,3,1,1,1,0,5,0,0,4,5,1,3,0,6,3,0,0,4,0,0,3,4,4,7,10,2,1,1,2
ASV_1748,4,3,4,6,1,4,2,2,0,3,1,0,0,2,1,2,11,0,3,1,2,0,1,2,2,1,0,1,0,0,3,1,1,0,1,1,1,1,0,3,7,0,4,4,2,0,3,1
ASV_1800,0,9,3,11,4,1,7,0,1,3,4,3,0,0,2,4,6,6,1,0,1,0,0,1,0,2,0,2,2,5,3,0,0,3,0,0,1,0,0,1,2,1,2,0,1,0,0,0
ASV_2181,0,2,2,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,4,0,1,0,7,9,0,2,0,2,0,1,1,1,5,3,0,0,0,5,3,1,0,10,13,6,6,0,1,1
ASV_1919,7,2,5,2,1,6,3,0,0,4,9,7,3,8,2,3,6,2,0,2,0,0,0,2,0,1,4,2,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,1,2,1,0,0
